-326.93201,1000
-325.27412,1007
-323.61619,1010
-321.9582,1002
-320.30017,1000
-318.64208,1004
-316.98395,994
-315.32576,1000
-313.66753,996
-312.00924,994
-310.35091,998
-308.69252,1000
-307.03409,1000
-305.37561,999
-303.71707,1000
-302.05849,1007
-300.39986,1001
-298.74118,999
-297.08245,1000
-295.42367,999
-293.76484,1002
-292.10596,1000
-290.44703,1003
-288.78805,995
-287.12902,1004
-285.46995,999
-283.81082,1000
-282.15165,1005
-280.49243,1000
-278.83315,998
-277.17383,1000
-275.51446,994
-273.85504,992
-272.19557,1002
-270.53606,999
-268.87649,1002
-267.21688,1000
-265.55721,1002
-263.8975,998
-262.23774,1001
-260.57793,1000
-258.91808,1003
-257.25817,999
-255.59821,1002
-253.93821,999
-252.27816,999
-250.61806,995
-248.95791,1005
-247.29771,999
-245.63747,995
-243.97718,1010
-242.31684,1006
-240.65645,1005
-238.99601,1003
-237.33552,998
-235.67499,1001
-234.01441,1000
-232.35378,1008
-230.6931,1002
-229.03238,1003
-227.3716,999
-225.71078,1004
-224.04991,996
-222.389,999
-220.72803,1007
-219.06702,997
-217.40596,994
-215.74485,996
-214.0837,994
-212.4225,999
-210.76125,1007
-209.09995,1003
-207.43861,1004
-205.77721,1003
-204.11578,999
-202.45429,1005
-200.79276,1006
-199.13118,1000
-197.46955,998
-195.80787,999
-194.14615,1001
-192.48438,1007
-190.82257,999
-189.1607,1001
-187.49879,1002
-185.83684,1001
-184.17483,1002
-182.51278,995
-180.85068,997
-179.18854,998
-177.52635,1004
-175.86411,1001
-174.20183,1003
-172.5395,997
-170.87712,1004
-169.2147,995
-167.55223,1007
-165.88971,999
-164.22715,1004
-162.56454,999
-160.90188,999
-159.23918,996
-157.57643,996
-155.91364,1002
-154.2508,993
-152.58791,999
-150.92498,998
-149.262,1001
-147.59897,999
-145.9359,1001
-144.27279,998
-142.60962,1000
-140.94642,1000
-139.28316,999
-137.61986,998
-135.95652,1003
-134.29312,998
-132.62969,1004
-130.9662,996
-129.30268,1002
-127.6391,1002
-125.97548,1001
-124.31182,998
-122.64811,998
-120.98435,994
-119.32055,1005
-117.6567,995
-115.99281,1000
-114.32888,999
-112.66489,1001
-111.00087,999
-109.33679,1004
-107.67268,1003
-106.00851,1002
-104.34431,995
-102.68005,998
-101.01576,995
-99.351413,1003
-97.687026,995
-96.022594,1006
-94.358117,1001
-92.693595,1001
-91.029029,1002
-89.364418,1004
-87.699762,1005
-86.035062,1004
-84.370317,994
-82.705527,998
-81.040693,1003
-79.375815,1001
-77.710892,1002
-76.045925,998
-74.380914,1002
-72.715858,1001
-71.050758,1013
-69.385613,1004
-67.720425,995
-66.055192,1000
-64.389916,998
-62.724595,1003
-61.05923,999
-59.393821,1000
-57.728369,1000
-56.062872,999
-54.397332,999
-52.731747,1001
-51.066119,1000
-49.400447,999
-47.734732,1001
-46.068972,1004
-44.403169,1005
-42.737323,1002
-41.071433,1003
-39.405499,1003
-37.739522,1001
-36.073501,998
-34.407437,1000
-32.74133,1002
-31.075179,1003
-29.408985,1001
-27.742748,1005
-26.076467,1002
-24.410143,997
-22.743776,1002
-21.077366,1006
-19.410913,996
-17.744417,1001
-16.077878,1001
-14.411296,1000
-12.744671,1000
-11.078003,993
-9.4112925,1003
-7.744539,1002
-6.0777427,1004
-4.4109036,1004
-2.7440219,996
-1.0770975,1000
0.58986949,996
2.2568791,994
3.9239312,1000
5.5910258,997
7.2581629,1002
8.9253424,1000
10.592564,1004
12.259829,997
13.927135,1003
15.594484,1001
17.261875,996
18.929308,1006
20.596784,1001
22.264301,999
23.931861,999
25.599463,1004
27.267106,997
28.934792,997
30.602519,995
32.270289,999
33.9381,1002
35.605953,996
37.273848,1000
38.941785,996
40.609763,1000
42.277783,999
43.945845,1002
45.613948,1009
47.282093,997
48.950279,1000
50.618507,999
52.286776,992
53.955087,1002
55.623439,1002
57.291832,990
58.960267,997
60.628743,996
62.29726,998
63.965818,995
65.634417,1000
67.303058,1003
68.971739,994
70.640461,999
72.309225,996
73.978029,1002
75.646875,998
77.315761,1002
78.984688,1004
80.653655,987
82.322664,999
83.991713,999
85.660803,995
87.329934,996
88.999105,991
90.668316,994
92.337569,993
94.006861,998
95.676194,1002
97.345568,1000
99.014982,994
100.68444,999
102.35393,998
104.02347,998
105.69304,995
107.36266,998
109.03231,995
110.70201,998
112.37174,998
114.04152,1001
115.71133,995
117.38119,990
119.05108,1003
120.72102,1001
122.39099,998
124.06101,1001
125.73106,997
127.40116,997
129.07129,1007
130.74146,996
132.41168,996
134.08193,987
135.75222,997
137.42256,1001
139.09293,994
140.76334,996
142.43379,996
144.10428,993
145.77481,998
147.44537,992
149.11598,995
150.78663,996
152.45731,997
154.12804,996
155.7988,988
157.4696,1001
159.14044,998
160.81133,992
162.48225,994
164.1532,990
165.8242,993
167.49524,992
169.16631,989
170.83743,998
172.50858,997
174.17977,998
175.851,996
177.52227,988
179.19357,995
180.86492,995
182.5363,992
184.20772,995
185.87918,999
187.55068,988
189.22222,993
190.8938,991
192.56541,996
194.23706,988
195.90875,986
197.58048,997
199.25224,995
200.92405,991
202.59589,994
204.26777,994
205.93969,996
207.61165,992
209.28364,993
210.95567,999
212.62774,989
214.29985,988
215.97199,996
217.64417,988
219.31639,993
220.98865,985
222.66095,993
224.33328,992
226.00565,992
227.67806,994
229.3505,990
231.02299,990
232.69551,986
234.36806,988
236.04066,989
237.71329,988
239.38596,982
241.05866,997
242.7314,991
244.40418,994
246.077,986
247.74986,992
249.42275,989
251.09567,989
252.76864,990
254.44164,989
256.11468,991
257.78775,992
259.46086,992
261.13401,995
262.8072,997
264.48042,988
266.15368,994
267.82697,990
269.5003,987
271.17367,991
272.84707,994
274.52051,989
276.19399,991
277.8675,985
279.54105,991
281.21464,994
282.88826,984
284.56192,989
286.23561,984
287.90934,992
289.58311,988
291.25691,987
292.93074,986
294.60462,989
296.27853,993
297.95247,991
299.62645,987
301.30047,991
302.97452,996
304.64861,994
306.32274,988
307.99689,991
309.67109,991
311.34532,988
313.01959,986
314.69389,995
316.36822,985
318.0426,990
319.717,991
321.39145,991
323.06593,991
324.74044,990
326.41499,986
328.08957,988
329.76419,991
331.43884,993
333.11353,990
334.78826,987
336.46302,995
338.13781,983
339.81264,986
341.4875,999
343.1624,985
344.83733,987
346.5123,987
348.1873,983
349.86234,985
351.53741,988
353.21252,990
354.88766,997
356.56283,992
358.23804,987
359.91329,991
361.58857,995
363.26388,988
364.93923,988
366.61461,986
368.29002,989
369.96547,981
371.64096,987
373.31647,987
374.99203,994
376.66761,983
378.34323,986
380.01889,993
381.69458,989
383.3703,986
385.04605,994
386.72184,988
388.39767,996
390.07352,992
391.74941,985
393.42534,991
395.1013,988
396.77729,984
398.45331,983
400.12937,991
401.80546,986
403.48159,983
405.15775,986
406.83394,991
408.51017,990
410.18643,991
411.86272,992
413.53904,990
415.2154,989
416.89179,993
418.56822,982
420.24468,991
421.92117,991
423.59769,988
425.27425,986
426.95084,995
428.62746,984
430.30411,989
431.9808,987
433.65752,983
435.33428,992
437.01106,992
438.68788,990
440.36473,987
442.04162,993
443.71853,991
445.39548,990
447.07246,987
448.74948,988
450.42652,992
452.1036,986
453.78071,991
455.45785,982
457.13503,991
458.81224,988
460.48948,995
462.16675,990
463.84405,992
465.52139,988
467.19875,992
468.87615,986
470.55358,984
472.23105,990
473.90854,986
475.58607,983
477.26363,991
478.94122,994
480.61884,983
482.29649,989
483.97418,989
485.6519,990
487.32964,992
489.00742,992
490.68524,988
492.36308,990
494.04095,995
495.71886,988
497.39679,991
499.07476,991
500.75276,990
502.43079,992
504.10885,985
505.78695,991
507.46507,992
509.14322,990
510.82141,988
512.49963,990
514.17787,995
515.85615,988
517.53446,999
519.2128,990
520.89117,987
522.56957,986
524.248,994
525.92647,983
527.60496,994
529.28348,997
530.96204,996
532.64062,993
534.31924,994
535.99788,990
537.67656,988
539.35527,995
541.034,993
542.71277,990
544.39157,990
546.0704,991
547.74925,992
549.42814,991
551.10706,987
552.78601,988
554.46498,992
556.14399,998
557.82303,987
559.5021,990
561.18119,997
562.86032,989
564.53948,993
566.21866,990
567.89788,993
569.57713,998
571.2564,990
572.93571,992
574.61504,999
576.29441,987
577.9738,991
579.65322,992
581.33268,988
583.01216,991
584.69167,992
586.37121,982
588.05078,993
589.73038,996
591.41001,996
593.08966,993
594.76935,991
596.44906,994
598.12881,994
599.80858,999
601.48838,993
603.16822,992
604.84807,987
606.52796,990
608.20788,994
609.88783,997
611.5678,985
613.24781,990
614.92784,1001
616.6079,990
618.28799,992
619.96811,992
621.64825,993
623.32843,991
625.00863,994
626.68886,994
628.36912,991
630.04941,993
631.72973,998
633.41007,995
635.09044,990
636.77084,995
638.45127,995
640.13173,989
641.81221,993
643.49273,993
645.17327,992
646.85384,998
648.53443,999
650.21506,994
651.89571,997
653.57639,990
655.2571,992
656.93783,995
658.61859,993
660.29939,996
661.9802,994
663.66105,995
665.34192,999
667.02282,995
668.70375,994
670.38471,997
672.06569,997
673.7467,996
675.42774,996
677.1088,989
678.78989,994
680.47101,990
682.15216,997
683.83333,993
685.51453,996
687.19575,994
688.87701,998
690.55829,994
692.2396,992
693.92093,987
695.60229,993
697.28368,998
698.96509,995
700.64654,992
702.328,988
704.0095,997
705.69102,992
707.37257,995
709.05414,994
710.73574,997
712.41737,997
714.09902,985
715.7807,997
717.46241,985
719.14414,996
720.8259,992
722.50768,993
724.18949,1004
725.87133,994
727.55319,992
729.23508,991
730.917,991
732.59894,988
734.2809,993
735.9629,998
737.64491,986
739.32696,1000
741.00903,999
742.69112,983
744.37325,991
746.05539,996
747.73757,991
749.41976,991
751.10199,988
752.78424,993
754.46651,994
756.14881,993
757.83114,991
759.51349,994
761.19587,994
762.87827,990
764.56069,987
766.24315,995
767.92562,996
769.60812,995
771.29065,989
772.9732,993
774.65578,993
776.33838,992
778.02101,994
779.70366,985
781.38634,990
783.06904,992
784.75177,996
786.43452,997
788.11729,988
789.80009,996
791.48292,985
793.16577,993
794.84864,988
796.53154,987
798.21447,987
799.89741,990
801.58039,995
803.26338,991
804.9464,994
806.62945,993
808.31252,992
809.99561,989
811.67873,993
813.36187,992
815.04503,990
816.72822,988
818.41144,991
820.09468,985
821.77794,992
823.46122,995
825.14453,995
826.82787,996
828.51122,987
830.1946,989
831.87801,986
833.56144,994
835.24489,994
836.92836,994
838.61186,993
840.29539,986
841.97893,988
843.6625,985
845.34609,991
847.02971,989
848.71335,994
850.39701,987
852.0807,986
853.76441,985
855.44814,992
857.13189,989
858.81567,983
860.49947,989
862.1833,993
863.86715,985
865.55102,993
867.23491,987
868.91883,988
870.60277,990
872.28673,990
873.97071,994
875.65472,987
877.33875,1001
879.0228,983
880.70688,989
882.39097,985
884.0751,987
885.75924,995
887.4434,993
889.12759,993
890.8118,988
892.49603,992
894.18029,999
895.86456,990
897.54886,995
899.23319,992
900.91753,990
902.60189,983
904.28628,989
905.97069,990
907.65512,995
909.33958,993
911.02405,990
912.70855,988
914.39307,994
916.07761,989
917.76217,990
919.44676,989
921.13136,994
922.81599,994
924.50064,994
926.18531,993
927.87,988
929.55472,991
931.23945,995
932.92421,991
934.60899,992
936.29379,987
937.97861,988
939.66345,988
941.34831,989
943.0332,994
944.7181,996
946.40303,991
948.08798,992
949.77295,991
951.45794,989
953.14295,989
954.82798,988
956.51303,991
958.1981,988
959.8832,993
961.56831,984
963.25345,988
964.93861,991
966.62378,992
968.30898,989
969.9942,991
971.67944,985
973.3647,992
975.04998,990
976.73528,989
978.4206,989
980.10594,994
981.7913,983
983.47668,989
985.16208,994
986.8475,992
988.53295,995
990.21841,989
991.90389,991
993.58939,988
995.27491,985
996.96046,994
998.64602,990
1000.3316,989
1002.0172,984
1003.7028,991
1005.3885,986
1007.0741,988
1008.7598,994
1010.4455,989
1012.1312,987
1013.817,990
1015.5027,991
1017.1885,991
1018.8743,992
1020.5601,988
1022.246,986
1023.9318,993
1025.6177,990
1027.3036,988
1028.9895,987
1030.6754,993
1032.3614,992
1034.0474,993
1035.7333,984
1037.4194,995
1039.1054,991
1040.7914,983
1042.4775,990
1044.1636,991
1045.8497,989
1047.5358,990
1049.222,995
1050.9081,990
1052.5943,985
1054.2805,992
1055.9667,986
1057.653,987
1059.3392,988
1061.0255,988
1062.7118,988
1064.3981,983
1066.0844,984
1067.7708,989
1069.4571,987
1071.1435,983
1072.8299,986
1074.5163,988
1076.2028,988
1077.8892,994
1079.5757,988
1081.2622,988
1082.9487,993
1084.6352,983
1086.3218,988
1088.0083,985
1089.6949,991
1091.3815,992
1093.0681,981
1094.7548,991
1096.4414,987
1098.1281,985
1099.8148,983
1101.5015,983
1103.1882,990
1104.8749,996
1106.5617,993
1108.2485,986
1109.9353,990
1111.6221,989
1113.3089,983
1114.9957,986
1116.6826,990
1118.3695,987
1120.0564,985
1121.7433,992
1123.4302,985
1125.1172,991
1126.8041,986
1128.4911,987
1130.1781,986
1131.8651,989
1133.5522,988
1135.2392,990
1136.9263,990
1138.6134,989
1140.3005,991
1141.9876,982
1143.6747,989
1145.3619,997
1147.049,990
1148.7362,990
1150.4234,998
1152.1106,987
1153.7979,995
1155.4851,994
1157.1724,990
1158.8597,991
1160.547,990
1162.2343,981
1163.9216,989
1165.6089,997
1167.2963,989
1168.9837,990
1170.6711,991
1172.3585,986
1174.0459,989
1175.7334,991
1177.4208,985
1179.1083,989
1180.7958,995
1182.4833,994
1184.1708,997
1185.8583,992
1187.5459,984
1189.2335,993
1190.9211,993
1192.6086,990
1194.2963,985
1195.9839,991
1197.6715,987
1199.3592,994
1201.0469,997
1202.7346,992
1204.4223,1000
1206.11,992
1207.7977,993
1209.4855,993
1211.1733,1000
1212.861,989
1214.5488,986
1216.2366,991
1217.9245,992
1219.6123,987
1221.3002,994
1222.988,996
1224.6759,995
1226.3638,996
1228.0518,991
1229.7397,988
1231.4276,992
1233.1156,991
1234.8036,994
1236.4916,996
1238.1796,987
1239.8676,995
1241.5556,990
1243.2437,997
1244.9317,990
1246.6198,992
1248.3079,996
1249.996,993
1251.6841,993
1253.3723,993
1255.0604,997
1256.7486,1001
1258.4367,998
1260.1249,997
1261.8131,996
1263.5013,999
1265.1896,995
1266.8778,987
1268.5661,999
1270.2544,999
1271.9426,1000
1273.6309,1000
1275.3193,996
1277.0076,993
1278.6959,994
1280.3843,1004
1282.0726,999
1283.761,1001
1285.4494,998
1287.1378,996
1288.8263,1000
1290.5147,992
1292.2031,1005
1293.8916,995
1295.5801,997
1297.2686,1004
1298.9571,1000
1300.6456,995
1302.3341,994
1304.0226,999
1305.7112,993
1307.3998,989
1309.0883,994
1310.7769,999
1312.4655,994
1314.1542,995
1315.8428,993
1317.5314,991
1319.2201,1007
1320.9088,995
1322.5974,997
1324.2861,1005
1325.9748,1002
1327.6636,999
1329.3523,999
1331.041,991
1332.7298,1002
1334.4186,994
1336.1073,999
1337.7961,1000
1339.4849,1003
1341.1738,999
1342.8626,1001
1344.5514,1000
1346.2403,1003
1347.9291,1002
1349.618,999
1351.3069,1003
1352.9958,996
1354.6847,1002
1356.3737,998
1358.0626,997
1359.7515,1003
1361.4405,1000
1363.1295,1006
1364.8185,995
1366.5075,1006
1368.1965,1013
1369.8855,1004
1371.5745,1007
1373.2636,1003
1374.9526,1008
1376.6417,1006
1378.3307,1011
1380.0198,1009
1381.7089,1015
1383.398,1006
1385.0872,1009
1386.7763,1013
1388.4654,1012
