-326.93201	1001
-325.27412	1006
-323.61619	1004
-321.9582	1009
-320.30017	999
-318.64208	1004
-316.98395	1002
-315.32576	1001
-313.66753	1006
-312.00924	1002
-310.35091	1003
-308.69252	999
-307.03409	1006
-305.37561	1003
-303.71707	1005
-302.05849	992
-300.39986	1000
-298.74118	1007
-297.08245	1004
-295.42367	1000
-293.76484	1005
-292.10596	1000
-290.44703	1003
-288.78805	1001
-287.12902	1008
-285.46995	1002
-283.81082	1002
-282.15165	1002
-280.49243	1007
-278.83315	1002
-277.17383	993
-275.51446	996
-273.85504	996
-272.19557	1004
-270.53606	1008
-268.87649	1003
-267.21688	1008
-265.55721	1005
-263.8975	1005
-262.23774	1003
-260.57793	1009
-258.91808	1003
-257.25817	1003
-255.59821	999
-253.93821	999
-252.27816	1000
-250.61806	999
-248.95791	1001
-247.29771	1002
-245.63747	1011
-243.97718	1003
-242.31684	1002
-240.65645	1005
-238.99601	1008
-237.33552	1004
-235.67499	1009
-234.01441	1005
-232.35378	1002
-230.6931	1003
-229.03238	1000
-227.3716	998
-225.71078	999
-224.04991	1000
-222.389	1000
-220.72803	999
-219.06702	1000
-217.40596	1003
-215.74485	999
-214.0837	1002
-212.4225	1005
-210.76125	1008
-209.09995	1002
-207.43861	1000
-205.77721	995
-204.11578	1001
-202.45429	1003
-200.79276	991
-199.13118	1000
-197.46955	999
-195.80787	1005
-194.14615	997
-192.48438	993
-190.82257	999
-189.1607	1003
-187.49879	999
-185.83684	1003
-184.17483	1000
-182.51278	1000
-180.85068	997
-179.18854	1001
-177.52635	998
-175.86411	1006
-174.20183	1003
-172.5395	1000
-170.87712	998
-169.2147	1002
-167.55223	1002
-165.88971	1004
-164.22715	1004
-162.56454	1004
-160.90188	995
-159.23918	1003
-157.57643	1002
-155.91364	998
-154.2508	995
-152.58791	1004
-150.92498	998
-149.262	1001
-147.59897	999
-145.9359	1002
-144.27279	1003
-142.60962	993
-140.94642	996
-139.28316	999
-137.61986	1004
-135.95652	997
-134.29312	1003
-132.62969	998
-130.9662	1004
-129.30268	1003
-127.6391	1002
-125.97548	996
-124.31182	1003
-122.64811	1011
-120.98435	1002
-119.32055	997
-117.6567	999
-115.99281	1001
-114.32888	1004
-112.66489	1005
-111.00087	999
-109.33679	999
-107.67268	1000
-106.00851	1001
-104.34431	1003
-102.68005	1001
-101.01576	1004
-99.351413	1005
-97.687026	1000
-96.022594	1002
-94.358117	1003
-92.693595	1004
-91.029029	1005
-89.364418	1001
-87.699762	1002
-86.035062	1001
-84.370317	1010
-82.705527	1004
-81.040693	1013
-79.375815	1040
-77.710892	1072
-76.045925	1111
-74.380914	1182
-72.715858	1231
-71.050758	1300
-69.385613	1339
-67.720425	1387
-66.055192	1427
-64.389916	1452
-62.724595	1463
-61.05923	1450
-59.393821	1466
-57.728369	1460
-56.062872	1466
-54.397332	1455
-52.731747	1460
-51.066119	1455
-49.400447	1463
-47.734732	1465
-46.068972	1464
-44.403169	1477
-42.737323	1464
-41.071433	1467
-39.405499	1463
-37.739522	1447
-36.073501	1466
-34.407437	1457
-32.74133	1481
-31.075179	1458
-29.408985	1449
-27.742748	1455
-26.076467	1459
-24.410143	1459
-22.743776	1451
-21.077366	1453
-19.410913	1469
-17.744417	1455
-16.077878	1439
-14.411296	1451
-12.744671	1440
-11.078003	1453
-9.4112925	1446
-7.744539	1439
-6.0777427	1423
-4.4109036	1445
-2.7440219	1433
-1.0770975	1449
0.58986949	1415
2.2568791	1422
3.9239312	1420
5.5910258	1416
7.2581629	1399
8.9253424	1393
10.592564	1405
12.259829	1404
13.927135	1403
15.594484	1391
17.261875	1384
18.929308	1374
20.596784	1390
22.264301	1378
23.931861	1368
25.599463	1369
27.267106	1365
28.934792	1348
30.602519	1303
32.270289	1274
33.9381	1226
35.605953	1186
37.273848	1148
38.941785	1108
40.609763	1078
42.277783	1048
43.945845	1011
45.613948	1008
47.282093	1007
48.950279	1009
50.618507	1003
52.286776	1010
53.955087	1003
